#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,#,.,#,#,.,.,.,#,#,.,.,#,#,#,#,.,#,#,.,.,.,#,.,#,#,#,.,.,#,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,#,.,.,.,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#
#,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,#,#,.,.,#,#,.,.,.,.,.,#,#,#,#,.,#,#,.,.,#,.,.,#,.,#,#,#,#,.,.,.,.,.,#,.,.,#,#,#,.,.,#,.,#,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,#,#,.,.,#,#,#,.
.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,#,#,.,#,#,#,#,#,.,.,.,.,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,#,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,.,#,.,.,.,.
#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,.,.,#,#,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,#,.,#,#,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,.,.,.,.,.,.,.,.,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#
#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,#,#,.,#,#,#,.,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,#,.,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,.,#,#,#,.,.,#,.,.,#,.
#,.,.,.,#,.,#,#,.,#,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,#,#,#,.,.,.,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#
.,#,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,#,#,#,.,#,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,.,#,.,#
#,#,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,#,#,#,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,.,#,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.
.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,#,#,.,#,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,#,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,#,.,#,.,.,.,#
#,.,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,.,#,.,#,#,#,#,#,.,.,.,.,#,#,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,#,#,#,.,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.
.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,#,.,#,#,#,.
.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,#,#,#,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,#
.,.,.,.,.,#,#,#,#,.,.,#,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,#,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,#,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,#,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,.
#,#,.,#,.,#,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,.,.,#,#,#,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.
.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,#,#,.,.,#,#,#,.,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,#,#,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,.,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,#,#,#,.,#,.,#,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#,.,.,#,.,#
#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,#,#,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.
.,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,#,.,#,#,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,#,#,#,.,#,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,#,.,.,#,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,#,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,.
.,#,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,#,.,.,.,#,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,#
.,.,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,#,.,#,#,.,#,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,#,#,#,.,.,.,.,#,#,#,.,#,.,.,.,#,.,#,.,.,#,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.
.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#
#,.,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,#,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,#,#,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,#,#,#,.,#,.,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.
.,.,#,#,.,.,#,.,.,#,#,.,#,.,#,#,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,.,#,#,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,.,#,#,#,#,#,#,.,#,.,#,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.
#,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,#,#,.,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,#,#
#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,#,#,#,#,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,#,#,#,#,.,#,.,.,.,#,#,.,.,#,.,.,.,.,.,#
#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,.,.,#,#,#,.,#,#,#,#,#,.,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.
.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,#,#,#,.,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,.,.,.,.,.,#,#,.,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,.,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#
.,.,#,.,#,#,.,#,#,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,#,#,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,#,.,#,.,#,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,#,#,#,.,#,#,#,#,.,.,.,.,.,#,.,.,#,#,#,#,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,#,.,#,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.
