#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,#,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,#,.,#,#,#,.,.,#,#,#,#,#,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,.,#,#,.,#,.,.,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,#,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,#,#,.,.,.,#,.,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,#,.,#,.,.,#,#,#,.,.,#,.,#,#,.,.,#
#,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,#,#,#,.,#,.,#,#,#,#,.,#,#,#,#,.,.,.,.,#,#,.,#,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#
.,#,#,#,.,#,.,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,#,#,#,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,#,#,.,.,#,.,#,.,#,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,#
.,.,.,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,#,.,#,#,#,#,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,#,#,#,#,.,.,#,#,.,.,.,#,.,#,.,.,.,.
#,.,#,#,#,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,#,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.
#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,#
#,.,#,.,.,.,.,#,.,.,#,#,.,.,#,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,#,#,#,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,.,#,#,#,#,.,.,#,.,#,.,#,#,.,.,.,#,.,#,.,#,.,.
.,.,#,.,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,#,.,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,#,.,.,.,#,#,#,.,.,.,.,.,#,#
.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,.,.,#,#,.,#,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,.,#,.,.,.,#,#,#,#,.,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,#,.,#,.,.,.,.,#,#,.,.,.,.,#,#,#,#,.,.,.,.,.,#,.,#,#,.,.
.,.,#,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,#,.,#,#,.,#,.,#,.,#,#,#,#,.,.,#,.,#,#,.,.,#,#,.,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,#,.,.,.,.,#,#,.,.,#,#,.,.,.,.,.,#,.,#,#,#,.,.,#,#,#,.,.,#,.,.,#,#,#,#,.,#,#,#,.,.,#
#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,#,#,.,.,#,.,#,#,.,.,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,.,#,#,.,.,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,.,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.
.,#,#,.,#,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,#,#,.,#,.,#,#,.,.,.,.,.,.,#,#,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,.,#,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.
.,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,#,.,#,.,.,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,#,.,.,#,#,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,#,.,.,.,#,#,#,#,.,.,.,#,.,#,#,#,#,#,#,#,.,.,#,#,#,.,.,.,.,.,.,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,#,#,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,#,.,#,.,#,#,#,.,.,.,#,.,.,.,#
#,#,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,#,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,#,#,#,.,.,#,.,.
.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,.,#,#,.,.,#,.,#,#,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#
.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,#,.,#,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,#,#,#,#,#,.,.,.,.,#,#,.,#,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,#,#,#,.,#,.
#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,#,#,#,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,#,.,.,#,#,.,.,.,.,#,#,#
#,.,#,.,#,.,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,#,#,.,#,#,#,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,#,#,.,.,#,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,#,.,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,#,#,#,#,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.
.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,#,.,#,#,#,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,#,#,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,.,.,.,.,#,.,#,#,#,#,#,#,.,#,#,.,#,.,#,.,#,.,.,#,.,.,.,#,#,#,.,#,.,.,#,#,.,.,#,.,#,#
.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,#,.,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,#,#,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.
.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,#,#,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,#,.,#,#,.,.,.,#,#,.,.,#,#,#,#,.,#,#,.,.,.,#,.,#,#,#,.,.,#,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,#,.,.,.,#,#,.,.,#,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,#,#,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,.,#,.,.,.,#,#,.
#,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,#,.,.,.,.,.,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,#,#,.,.,#,#,.,.,.,.,.,#,#,#,#,.,#,#,.,.,#,.,.,#,.,#,#,#,#,.,.,.,.,.,#,.,.,#,#,#,.,.,#,.,#,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,#,#,.,.,#,#,#,.,#,.,#,#,.,#,.,#,#,#,#,.,.,#,#,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,.,.,#,.,.,#,.
